🚀 Supabase Upload Script Started
Processing [1065/3027] photo_2.jpg... ✅ Done.
Processing [1066/3027] photo_3.jpg... ✅ Done.
Processing [1067/3027] photo_1.PNG... ✅ Done.
Processing [1068/3027] photo_1.PNG... ✅ Done.
Processing [1069/3027] photo_1.PNG... ✅ Done.
Processing [1070/3027] photo_1.PNG... ✅ Done.
Processing [1071/3027] photo_1.PNG... ✅ Done.
Processing [1072/3027] photo_1.jpg... ✅ Done.
Processing [1073/3027] photo_1.PNG... ✅ Done.
Processing [1074/3027] photo_1.PNG... ✅ Done.
Processing [1075/3027] photo_1.PNG... ✅ Done.
Processing [1076/3027] photo_1.PNG... ✅ Done.
Processing [1077/3027] photo_1.jpg... ✅ Done.
Processing [1078/3027] photo_2.jpg... ✅ Done.
Processing [1079/3027] photo_3.jpg... ✅ Done.
Processing [1080/3027] photo_4.jpg... ✅ Done.
Processing [1081/3027] photo_5.jpg... ✅ Done.
Processing [1082/3027] photo_1.jpg... ✅ Done.
Processing [1083/3027] photo_2.jpg... ✅ Done.
Processing [1084/3027] photo_1.jpg... ✅ Done.
Processing [1085/3027] photo_1.JPG... ✅ Done.
Processing [1086/3027] photo_2.jpg... ✅ Done.
Processing [1087/3027] photo_3.jpg... ✅ Done.
Processing [1088/3027] photo_4.jpg... ✅ Done.
Processing [1089/3027] photo_5.jpg... ✅ Done.
Processing [1090/3027] photo_1.PNG... ✅ Done.
Processing [1091/3027] photo_1.PNG... ✅ Done.
Processing [1092/3027] photo_1.jpg... ✅ Done.
Processing [1093/3027] photo_2.jpg... ✅ Done.
Processing [1094/3027] photo_1.jpg... ✅ Done.
Processing [1095/3027] photo_2.jpg... ✅ Done.
Processing [1096/3027] photo_3.jpg... ✅ Done.
Processing [1097/3027] photo_1.jpg... ✅ Done.
Processing [1098/3027] photo_2.jpg... ✅ Done.
Processing [1099/3027] photo_3.jpg... ✅ Done.
Processing [1100/3027] photo_1.jpg... ✅ Done.
Processing [1101/3027] photo_1.PNG... ✅ Done.
Processing [1102/3027] photo_1.PNG... ✅ Done.
Processing [1103/3027] photo_1.PNG... ✅ Done.
Processing [1104/3027] photo_1.PNG... ✅ Done.
Processing [1105/3027] photo_1.png... ✅ Done.
Processing [1106/3027] photo_1.PNG... ✅ Done.
Processing [1107/3027] photo_1.png... ✅ Done.
Processing [1108/3027] photo_1.jpg... ✅ Done.
Processing [1109/3027] photo_2.JPG... ✅ Done.
Processing [1110/3027] photo_3.JPG... ✅ Done.
Processing [1111/3027] photo_1.PNG... ✅ Done.
Processing [1112/3027] photo_1.PNG... ✅ Done.
Processing [1113/3027] photo_1.PNG... ✅ Done.
Processing [1114/3027] photo_1.PNG... ✅ Done.
Processing [1115/3027] photo_1.jpg... ✅ Done.
Processing [1116/3027] photo_1.jpg... ✅ Done.
Processing [1117/3027] photo_1.jpg... ✅ Done.
Processing [1118/3027] photo_1.PNG... ✅ Done.
Processing [1119/3027] photo_1.jpg... ✅ Done.
Processing [1120/3027] photo_2.jpg... ✅ Done.
Processing [1121/3027] photo_3.jpg... ✅ Done.
Processing [1122/3027] photo_1.png... ✅ Done.
Processing [1123/3027] photo_1.jpg... ✅ Done.
Processing [1124/3027] photo_2.png... ✅ Done.
Processing [1125/3027] photo_1.jpg... ✅ Done.
Processing [1126/3027] photo_2.jpg... ✅ Done.
Processing [1127/3027] photo_1.jpg... ✅ Done.
Processing [1128/3027] photo_2.jpg... ✅ Done.
Processing [1129/3027] photo_1.jpg... ✅ Done.
Processing [1130/3027] photo_2.jpg... ✅ Done.
Processing [1131/3027] photo_3.jpg... ✅ Done.
Processing [1132/3027] photo_1.jpg... ✅ Done.
Processing [1133/3027] photo_2.jpg... ✅ Done.
Processing [1134/3027] photo_3.jpg... ✅ Done.
Processing [1135/3027] photo_4.jpg... ✅ Done.
Processing [1136/3027] photo_1.jpg... ✅ Done.
Processing [1137/3027] photo_1.png... ✅ Done.
Processing [1138/3027] photo_1.jpg... ✅ Done.
Processing [1139/3027] photo_2.png... ✅ Done.
Processing [1140/3027] photo_3.png... ✅ Done.
Processing [1141/3027] photo_4.png... ✅ Done.
Processing [1142/3027] photo_5.png... ✅ Done.
Processing [1143/3027] photo_1.jpg... ✅ Done.
Processing [1144/3027] photo_2.jpg... ✅ Done.
Processing [1145/3027] photo_3.jpg... ✅ Done.
Processing [1146/3027] photo_4.jpg... ✅ Done.
Processing [1147/3027] photo_1.jpg... ✅ Done.
Processing [1148/3027] photo_1.jpg... ✅ Done.
Processing [1149/3027] photo_2.jpg... ✅ Done.
Processing [1150/3027] photo_3.jpg... ✅ Done.
Processing [1151/3027] photo_4.jpg... ✅ Done.
Processing [1152/3027] photo_5.jpg... ✅ Done.
Processing [1153/3027] photo_1.JPG... ✅ Done.
Processing [1154/3027] photo_2.jpg... ✅ Done.
Processing [1155/3027] photo_3.jpg... ✅ Done.
Processing [1156/3027] photo_4.jpg... ✅ Done.
Processing [1157/3027] photo_5.jpg... ✅ Done.
Processing [1158/3027] photo_1.jpg... ✅ Done.
Processing [1159/3027] photo_1.jpg... ✅ Done.
Processing [1160/3027] photo_2.jpg... ✅ Done.
Processing [1161/3027] photo_3.jpg... ✅ Done.
Processing [1162/3027] photo_1.jpg... ✅ Done.
Processing [1163/3027] photo_2.jpg... ✅ Done.
Processing [1164/3027] photo_3.jpg... ✅ Done.
Processing [1165/3027] photo_1.jpg... ✅ Done.
Processing [1166/3027] photo_2.jpg... ✅ Done.
Processing [1167/3027] photo_3.jpg... ✅ Done.
Processing [1168/3027] photo_4.jpg... ✅ Done.
Processing [1169/3027] photo_1.JPG... ✅ Done.
Processing [1170/3027] photo_2.jpg... ✅ Done.
Processing [1171/3027] photo_3.jpg... ✅ Done.
Processing [1172/3027] photo_4.jpg... ✅ Done.
Processing [1173/3027] photo_1.JPG... ✅ Done.
Processing [1174/3027] photo_1.jpg... ✅ Done.
Processing [1175/3027] photo_1.jpg... ✅ Done.
Processing [1176/3027] photo_2.jpg... ✅ Done.
Processing [1177/3027] photo_3.jpg... ✅ Done.
Processing [1178/3027] photo_4.jpg... ✅ Done.
Processing [1179/3027] photo_5.jpg... ✅ Done.
Processing [1180/3027] photo_6.jpg... ✅ Done.
Processing [1181/3027] photo_1.jpg... ✅ Done.
Processing [1182/3027] photo_2.jpg... ✅ Done.
Processing [1183/3027] photo_3.jpg... ✅ Done.
Processing [1184/3027] photo_4.jpg... ✅ Done.
Processing [1185/3027] photo_1.jpg... ✅ Done.
Processing [1186/3027] photo_2.jpg... ✅ Done.
Processing [1187/3027] photo_3.jpg... ✅ Done.
Processing [1188/3027] photo_4.jpg... ✅ Done.
Processing [1189/3027] photo_5.jpg... ✅ Done.
Processing [1190/3027] photo_6.jpg... ✅ Done.
Processing [1191/3027] photo_7.jpg... ✅ Done.
Processing [1192/3027] photo_8.jpg... ✅ Done.
Processing [1193/3027] photo_1.JPG... ✅ Done.
Processing [1194/3027] photo_1.jpg... ✅ Done.
Processing [1195/3027] photo_2.jpg... ✅ Done.
Processing [1196/3027] photo_3.jpg... ✅ Done.
Processing [1197/3027] photo_1.jpg... ✅ Done.
Processing [1198/3027] photo_2.jpg... ✅ Done.
Processing [1199/3027] photo_1.jpg... ✅ Done.
Processing [1200/3027] photo_2.jpg... ✅ Done.
Processing [1201/3027] photo_3.jpg... ✅ Done.
Processing [1202/3027] photo_4.jpg... ✅ Done.
Processing [1203/3027] photo_5.jpg... ✅ Done.
Processing [1204/3027] photo_1.jpg... ✅ Done.
Processing [1205/3027] photo_2.jpg... ✅ Done.
Processing [1206/3027] photo_3.jpg... ✅ Done.
Processing [1207/3027] photo_4.jpg... ✅ Done.
Processing [1208/3027] photo_5.JPG... ✅ Done.
Processing [1209/3027] photo_1.jpg... ✅ Done.
Processing [1210/3027] photo_2.jpg... ✅ Done.
Processing [1211/3027] photo_3.jpg... ✅ Done.
Processing [1212/3027] photo_4.jpg... ✅ Done.
Processing [1213/3027] photo_1.JPG... ✅ Done.
Processing [1214/3027] photo_2.jpg... ✅ Done.
Processing [1215/3027] photo_3.jpg... ✅ Done.
Processing [1216/3027] photo_4.jpg... ✅ Done.
Processing [1217/3027] photo_1.jpg... ✅ Done.
Processing [1218/3027] photo_2.jpg... ✅ Done.
Processing [1219/3027] photo_3.jpg... ✅ Done.
Processing [1220/3027] photo_4.jpg... ✅ Done.
Processing [1221/3027] photo_1.jpg... ✅ Done.
Processing [1222/3027] photo_2.jpg... ✅ Done.
Processing [1223/3027] photo_1.jpg... ✅ Done.
Processing [1224/3027] photo_1.jpg... ✅ Done.
Processing [1225/3027] photo_1.jpg... ✅ Done.
Processing [1226/3027] photo_1.JPG... ✅ Done.
Processing [1227/3027] photo_2.JPG... ✅ Done.
Processing [1228/3027] photo_3.JPG... ✅ Done.
Processing [1229/3027] photo_4.JPG... ✅ Done.
Processing [1230/3027] photo_5.JPG... ✅ Done.
Processing [1231/3027] photo_6.JPG... ✅ Done.
Processing [1232/3027] photo_7.JPG... ✅ Done.
Processing [1233/3027] photo_1.jpg... ✅ Done.
Processing [1234/3027] photo_2.jpg... ✅ Done.
Processing [1235/3027] photo_1.jpg... ✅ Done.
Processing [1236/3027] photo_2.jpg... ✅ Done.
Processing [1237/3027] photo_3.jpg... ✅ Done.
Processing [1238/3027] photo_4.jpg... ✅ Done.
Processing [1239/3027] photo_1.jpg... ✅ Done.
Processing [1240/3027] photo_2.jpg... ✅ Done.
Processing [1241/3027] photo_3.jpg... ✅ Done.
Processing [1242/3027] photo_4.jpg... ✅ Done.
Processing [1243/3027] photo_5.png... ✅ Done.
Processing [1244/3027] photo_6.jpg... ✅ Done.
Processing [1245/3027] photo_7.jpg... ✅ Done.
Processing [1246/3027] photo_1.JPG... ✅ Done.
Processing [1247/3027] photo_2.JPG... ✅ Done.
Processing [1248/3027] photo_3.jpg... ✅ Done.
Processing [1249/3027] photo_4.jpg... ✅ Done.
Processing [1250/3027] photo_1.jpg... ✅ Done.
Processing [1251/3027] photo_2.jpg... ✅ Done.
Processing [1252/3027] photo_1.jpg... ✅ Done.
Processing [1253/3027] photo_2.jpg... ✅ Done.
Processing [1254/3027] photo_3.jpg... ✅ Done.
Processing [1255/3027] photo_4.jpg... ✅ Done.
Processing [1256/3027] photo_1.jpg... ✅ Done.
Processing [1257/3027] photo_2.jpeg... ✅ Done.
Processing [1258/3027] photo_3.jpeg... ✅ Done.
Processing [1259/3027] photo_1.png... ✅ Done.
Processing [1260/3027] photo_1.jpg... ✅ Done.
Processing [1261/3027] photo_2.jpg... ✅ Done.
Processing [1262/3027] photo_1.jpg... ✅ Done.
Processing [1263/3027] photo_2.jpg... ✅ Done.
Processing [1264/3027] photo_3.jpg... ✅ Done.
Processing [1265/3027] photo_4.jpg... ✅ Done.
Processing [1266/3027] photo_1.PNG... ✅ Done.
Processing [1267/3027] photo_1.jpg... ✅ Done.
Processing [1268/3027] photo_10.jpg... ✅ Done.
Processing [1269/3027] photo_11.jpg... ❌ Upload failed: Unexpected token '<', "<html>
<h"... is not valid JSON
Processing [1270/3027] photo_12.jpg... ✅ Done.
Processing [1271/3027] photo_2.jpg... ✅ Done.
Processing [1272/3027] photo_3.jpg... ✅ Done.
Processing [1273/3027] photo_4.jpg... ✅ Done.
Processing [1274/3027] photo_5.jpg... ✅ Done.
Processing [1275/3027] photo_6.jpg... ✅ Done.
Processing [1276/3027] photo_7.jpg... ✅ Done.
Processing [1277/3027] photo_8.jpg... ✅ Done.
Processing [1278/3027] photo_9.jpg... ✅ Done.
Processing [1279/3027] photo_1.jpg... ✅ Done.
Processing [1280/3027] photo_2.jpg... ✅ Done.
Processing [1281/3027] photo_3.jpg... ✅ Done.
Processing [1282/3027] photo_4.jpg... ✅ Done.
Processing [1283/3027] photo_5.jpg... ✅ Done.
Processing [1284/3027] photo_6.jpg... ✅ Done.
Processing [1285/3027] photo_7.jpg... ✅ Done.
Processing [1286/3027] photo_8.jpg... ✅ Done.
Processing [1287/3027] photo_1.JPG... ✅ Done.
Processing [1288/3027] photo_2.JPG... ✅ Done.
Processing [1289/3027] photo_3.JPG... ✅ Done.
Processing [1290/3027] photo_4.JPG... ✅ Done.
Processing [1291/3027] photo_5.JPG... ✅ Done.
Processing [1292/3027] photo_6.JPG... ✅ Done.
Processing [1293/3027] photo_1.jpg... ✅ Done.
Processing [1294/3027] photo_2.jpg... ✅ Done.
Processing [1295/3027] photo_3.jpg... ✅ Done.
Processing [1296/3027] photo_4.png... ✅ Done.
Processing [1297/3027] photo_5.png... ✅ Done.
Processing [1298/3027] photo_1.jpg... ✅ Done.
Processing [1299/3027] photo_2.jpg... ✅ Done.
Processing [1300/3027] photo_3.jpg... ✅ Done.
Processing [1301/3027] photo_4.jpg... ✅ Done.
Processing [1302/3027] photo_5.jpg... ✅ Done.
Processing [1303/3027] photo_6.jpg... ✅ Done.
Processing [1304/3027] photo_7.JPG... ✅ Done.
Processing [1305/3027] photo_8.JPG... ✅ Done.
Processing [1306/3027] photo_9.JPG... ✅ Done.
Processing [1307/3027] photo_1.jpg... ✅ Done.
Processing [1308/3027] photo_10.jpg... ✅ Done.
Processing [1309/3027] photo_11.jpg... ✅ Done.
Processing [1310/3027] photo_12.jpg... ✅ Done.
Processing [1311/3027] photo_2.jpg... ✅ Done.
Processing [1312/3027] photo_3.jpg... ✅ Done.
Processing [1313/3027] photo_4.jpg... ✅ Done.
Processing [1314/3027] photo_5.jpg... ✅ Done.
Processing [1315/3027] photo_6.jpg... ✅ Done.
Processing [1316/3027] photo_7.jpg... ✅ Done.
Processing [1317/3027] photo_8.jpg... ✅ Done.
Processing [1318/3027] photo_9.jpg... ✅ Done.
Processing [1319/3027] photo_1.jpg... ✅ Done.
Processing [1320/3027] photo_10.jpg... ✅ Done.
Processing [1321/3027] photo_11.jpg... ✅ Done.
Processing [1322/3027] photo_12.jpg... ✅ Done.
Processing [1323/3027] photo_2.jpg... ✅ Done.
Processing [1324/3027] photo_3.jpg... ✅ Done.
Processing [1325/3027] photo_4.jpg... ✅ Done.
Processing [1326/3027] photo_5.jpg... ✅ Done.
Processing [1327/3027] photo_6.jpg... ✅ Done.
Processing [1328/3027] photo_7.jpg... ✅ Done.
Processing [1329/3027] photo_8.jpg... ✅ Done.
Processing [1330/3027] photo_9.jpg... ✅ Done.
Processing [1331/3027] photo_1.jpg... ✅ Done.
Processing [1332/3027] photo_2.jpg... ✅ Done.
Processing [1333/3027] photo_3.jpg... ✅ Done.
Processing [1334/3027] photo_1.PNG... ✅ Done.
Processing [1335/3027] photo_1.jpg... ✅ Done.
Processing [1336/3027] photo_2.jpg... ✅ Done.
Processing [1337/3027] photo_3.jpg... ✅ Done.
Processing [1338/3027] photo_4.jpg... ✅ Done.
Processing [1339/3027] photo_5.jpg... ✅ Done.
Processing [1340/3027] photo_6.jpg... ✅ Done.
Processing [1341/3027] photo_1.jpg... ✅ Done.
Processing [1342/3027] photo_2.jpg... ✅ Done.
Processing [1343/3027] photo_1.JPG... ✅ Done.
Processing [1344/3027] photo_10.JPG... ✅ Done.
Processing [1345/3027] photo_11.jpg... ✅ Done.
Processing [1346/3027] photo_12.jpg... ✅ Done.
Processing [1347/3027] photo_2.JPG... ✅ Done.
Processing [1348/3027] photo_3.JPG... ✅ Done.
Processing [1349/3027] photo_4.JPG... ✅ Done.
Processing [1350/3027] photo_5.JPG... ✅ Done.
Processing [1351/3027] photo_6.JPG... ✅ Done.
Processing [1352/3027] photo_7.JPG... ✅ Done.
Processing [1353/3027] photo_8.JPG... ✅ Done.
Processing [1354/3027] photo_9.JPG... ✅ Done.
Processing [1355/3027] photo_1.jpg... ✅ Done.
Processing [1356/3027] photo_2.jpg... ✅ Done.
Processing [1357/3027] photo_1.png... ✅ Done.
Processing [1358/3027] photo_1.jpg... ✅ Done.
Processing [1359/3027] photo_2.jpg... ✅ Done.
Processing [1360/3027] photo_3.jpg... ✅ Done.
Processing [1361/3027] photo_1.jpg... ✅ Done.
Processing [1362/3027] photo_2.jpg... ✅ Done.
Processing [1363/3027] photo_3.jpg... ✅ Done.
Processing [1364/3027] photo_4.jpg... ✅ Done.
Processing [1365/3027] photo_1.jpg... ✅ Done.
Processing [1366/3027] photo_2.jpg... ✅ Done.
Processing [1367/3027] photo_3.jpg... ✅ Done.
Processing [1368/3027] photo_4.jpg... ✅ Done.
Processing [1369/3027] photo_5.jpg... ✅ Done.
Processing [1370/3027] photo_1.jpg... ✅ Done.
Processing [1371/3027] photo_2.jpg... ✅ Done.
Processing [1372/3027] photo_3.jpg... ✅ Done.
Processing [1373/3027] photo_4.jpg... ✅ Done.
Processing [1374/3027] photo_1.jpg... ✅ Done.
Processing [1375/3027] photo_2.jpg... ✅ Done.
Processing [1376/3027] photo_3.jpg... ✅ Done.
Processing [1377/3027] photo_4.jpg... ✅ Done.
Processing [1378/3027] photo_1.PNG... ✅ Done.
Processing [1379/3027] photo_1.jpg... ✅ Done.
Processing [1380/3027] photo_1.jpg... ✅ Done.
Processing [1381/3027] photo_2.jpg... ✅ Done.
Processing [1382/3027] photo_1.jpg... ✅ Done.
Processing [1383/3027] photo_2.jpg... ✅ Done.
Processing [1384/3027] photo_1.JPG... ✅ Done.
Processing [1385/3027] photo_2.jpg... ✅ Done.
Processing [1386/3027] photo_1.jpg... ✅ Done.
Processing [1387/3027] photo_1.PNG... ✅ Done.
Processing [1388/3027] photo_1.jpg... ✅ Done.
Processing [1389/3027] photo_2.jpg... ✅ Done.
Processing [1390/3027] photo_1.jpg... ✅ Done.
Processing [1391/3027] photo_2.jpg... ✅ Done.
Processing [1392/3027] photo_3.jpg... ✅ Done.
Processing [1393/3027] photo_1.JPG... ✅ Done.
Processing [1394/3027] photo_2.JPG... ✅ Done.
Processing [1395/3027] photo_3.JPG... ✅ Done.
Processing [1396/3027] photo_4.JPG... ✅ Done.
Processing [1397/3027] photo_5.JPG... ✅ Done.
Processing [1398/3027] photo_1.jpg... ✅ Done.
Processing [1399/3027] photo_2.jpg... ✅ Done.
Processing [1400/3027] photo_3.jpg... ✅ Done.
Processing [1401/3027] photo_4.jpg... ✅ Done.
Processing [1402/3027] photo_1.JPG... ✅ Done.
Processing [1403/3027] photo_2.JPG... ✅ Done.
Processing [1404/3027] photo_3.JPG... ✅ Done.
Processing [1405/3027] photo_4.JPG... ✅ Done.
Processing [1406/3027] photo_5.JPG... ✅ Done.
Processing [1407/3027] photo_1.PNG... ✅ Done.
Processing [1408/3027] photo_1.jpg... ✅ Done.
Processing [1409/3027] photo_2.jpg... ✅ Done.
Processing [1410/3027] photo_3.jpg... ✅ Done.
Processing [1411/3027] photo_4.jpg... ✅ Done.
Processing [1412/3027] photo_5.jpg... ✅ Done.
Processing [1413/3027] photo_1.PNG... ✅ Done.
Processing [1414/3027] photo_1.jpg... ✅ Done.
Processing [1415/3027] photo_1.jpg... ✅ Done.
Processing [1416/3027] photo_1.jpg... ✅ Done.
Processing [1417/3027] photo_2.jpg... ✅ Done.
Processing [1418/3027] photo_1.jpg... ✅ Done.
Processing [1419/3027] photo_2.jpg... ✅ Done.
Processing [1420/3027] photo_3.jpg... ✅ Done.
Processing [1421/3027] photo_1.jpg... ✅ Done.
Processing [1422/3027] photo_2.jpg... ✅ Done.
Processing [1423/3027] photo_3.jpg... ✅ Done.
Processing [1424/3027] photo_4.jpg... ✅ Done.
Processing [1425/3027] photo_5.jpg... ✅ Done.
Processing [1426/3027] photo_1.jpg... ✅ Done.
Processing [1427/3027] photo_1.jpg... ✅ Done.
Processing [1428/3027] photo_2.jpg... ✅ Done.
Processing [1429/3027] photo_1.jpg... ✅ Done.
Processing [1430/3027] photo_2.jpg... ✅ Done.
Processing [1431/3027] photo_1.jpg... ✅ Done.
Processing [1432/3027] photo_2.jpg... ✅ Done.
Processing [1433/3027] photo_1.jpg... ✅ Done.
Processing [1434/3027] photo_2.jpg... ✅ Done.
Processing [1435/3027] photo_1.jpg... ✅ Done.
Processing [1436/3027] photo_2.jpg... ✅ Done.
Processing [1437/3027] photo_1.PNG... ✅ Done.
Processing [1438/3027] photo_1.jpg... ✅ Done.
Processing [1439/3027] photo_2.jpg... ✅ Done.
Processing [1440/3027] photo_3.jpg... ✅ Done.
Processing [1441/3027] photo_1.png... ✅ Done.
Processing [1442/3027] photo_1.jpg... ✅ Done.
Processing [1443/3027] photo_2.jpg... ✅ Done.
Processing [1444/3027] photo_1.jpg... ✅ Done.
Processing [1445/3027] photo_2.jpg... ✅ Done.
Processing [1446/3027] photo_3.jpg... ✅ Done.
Processing [1447/3027] photo_4.jpg... ✅ Done.
Processing [1448/3027] photo_1.PNG... ✅ Done.
Processing [1449/3027] photo_1.PNG... ✅ Done.
Processing [1450/3027] photo_1.jpg... ✅ Done.
Processing [1451/3027] photo_1.jpg... ✅ Done.
Processing [1452/3027] photo_1.jpg... ✅ Done.
Processing [1453/3027] photo_2.jpg... ✅ Done.
Processing [1454/3027] photo_1.PNG... ✅ Done.
Processing [1455/3027] photo_1.PNG... ✅ Done.
Processing [1456/3027] photo_1.jpg... ✅ Done.
Processing [1457/3027] photo_2.jpg... ✅ Done.
Processing [1458/3027] photo_3.jpg... ✅ Done.
Processing [1459/3027] photo_4.jpg... ✅ Done.
Processing [1460/3027] photo_5.jpg... ✅ Done.
Processing [1461/3027] photo_6.jpg... ✅ Done.
Processing [1462/3027] photo_7.jpg... ✅ Done.
Processing [1463/3027] photo_8.jpg... ✅ Done.
Processing [1464/3027] photo_1.PNG... ✅ Done.
Processing [1465/3027] photo_1.jpg... ✅ Done.
Processing [1466/3027] photo_1.jpg... ✅ Done.
Processing [1467/3027] photo_1.jpg... ✅ Done.
Processing [1468/3027] photo_2.jpg... ✅ Done.
Processing [1469/3027] photo_3.jpg... ✅ Done.
Processing [1470/3027] photo_1.PNG... ✅ Done.
Processing [1471/3027] photo_1.PNG... ✅ Done.
Processing [1472/3027] photo_1.PNG... ✅ Done.
Processing [1473/3027] photo_1.PNG... ✅ Done.
Processing [1474/3027] photo_1.jpg... ✅ Done.
Processing [1475/3027] photo_1.PNG... ✅ Done.
Processing [1476/3027] photo_1.PNG... ✅ Done.
Processing [1477/3027] photo_1.PNG... ✅ Done.
Processing [1478/3027] photo_1.PNG... ✅ Done.
Processing [1479/3027] photo_1.PNG... ✅ Done.
Processing [1480/3027] photo_1.jpg... ✅ Done.
Processing [1481/3027] photo_2.jpg... ✅ Done.
Processing [1482/3027] photo_3.jpg... ✅ Done.
Processing [1483/3027] photo_1.jpg... ✅ Done.
Processing [1484/3027] photo_2.jpg... ✅ Done.
Processing [1485/3027] photo_1.png... ✅ Done.
Processing [1486/3027] photo_1.jpg... ✅ Done.
Processing [1487/3027] photo_2.png... ✅ Done.
Processing [1488/3027] photo_1.jpg... ✅ Done.
Processing [1489/3027] photo_2.jpg... ✅ Done.
Processing [1490/3027] photo_3.jpg... ✅ Done.
Processing [1491/3027] photo_4.jpg... ✅ Done.
Processing [1492/3027] photo_1.png... ✅ Done.
Processing [1493/3027] photo_1.PNG... ✅ Done.
Processing [1494/3027] photo_1.PNG... ✅ Done.
Processing [1495/3027] photo_1.PNG... ✅ Done.
Processing [1496/3027] photo_1.PNG... ✅ Done.
Processing [1497/3027] photo_1.jpg... ✅ Done.
Processing [1498/3027] photo_1.PNG... ✅ Done.
Processing [1499/3027] photo_1.jpg... ✅ Done.
Processing [1500/3027] photo_1.PNG... ✅ Done.
Processing [1501/3027] photo_1.PNG... ✅ Done.
Processing [1502/3027] photo_1.PNG... ✅ Done.
Processing [1503/3027] photo_1.jpg... ✅ Done.
Processing [1504/3027] photo_10.jpg... ✅ Done.
Processing [1505/3027] photo_2.jpg... ✅ Done.
Processing [1506/3027] photo_3.jpg... ✅ Done.
Processing [1507/3027] photo_4.jpg... ✅ Done.
Processing [1508/3027] photo_5.jpg... ✅ Done.
Processing [1509/3027] photo_6.jpg... ✅ Done.
Processing [1510/3027] photo_7.jpg... ✅ Done.
Processing [1511/3027] photo_8.jpg... ✅ Done.
Processing [1512/3027] photo_9.jpg... ✅ Done.
Processing [1513/3027] photo_1.PNG... ✅ Done.
Processing [1514/3027] photo_1.jpg... ✅ Done.
Processing [1515/3027] photo_2.jpg... ✅ Done.
Processing [1516/3027] photo_3.jpg... ✅ Done.
Processing [1517/3027] photo_1.PNG... ✅ Done.
Processing [1518/3027] photo_1.png... ✅ Done.
Processing [1519/3027] photo_1.PNG... ✅ Done.
Processing [1520/3027] photo_1.jpg... ✅ Done.
Processing [1521/3027] photo_2.jpg... ✅ Done.
Processing [1522/3027] photo_3.jpg... ✅ Done.
Processing [1523/3027] photo_1.PNG... ✅ Done.
Processing [1524/3027] photo_1.JPG... ✅ Done.
Processing [1525/3027] photo_2.jpg... ✅ Done.
Processing [1526/3027] photo_3.JPG... ✅ Done.
Processing [1527/3027] photo_1.jpg... ✅ Done.
Processing [1528/3027] photo_2.jpg... ✅ Done.
Processing [1529/3027] photo_3.jpg... ✅ Done.
Processing [1530/3027] photo_1.jpg... ✅ Done.
Processing [1531/3027] photo_2.jpg... ✅ Done.
Processing [1532/3027] photo_3.jpg... ✅ Done.
Processing [1533/3027] photo_4.jpg... ✅ Done.
Processing [1534/3027] photo_5.jpg... ✅ Done.
Processing [1535/3027] photo_1.jpg... ✅ Done.
Processing [1536/3027] photo_2.jpg... ✅ Done.
Processing [1537/3027] photo_3.jpg... ✅ Done.
Processing [1538/3027] photo_4.jpg... ✅ Done.
Processing [1539/3027] photo_1.jpg... ✅ Done.
Processing [1540/3027] photo_10.jpg... ✅ Done.
Processing [1541/3027] photo_2.jpg... ✅ Done.
Processing [1542/3027] photo_3.jpg... ✅ Done.
Processing [1543/3027] photo_4.jpg... ✅ Done.
Processing [1544/3027] photo_5.jpg... ✅ Done.
Processing [1545/3027] photo_6.jpg... ✅ Done.
Processing [1546/3027] photo_7.jpg... ✅ Done.
Processing [1547/3027] photo_8.jpg... ✅ Done.
Processing [1548/3027] photo_9.jpg... ✅ Done.
Processing [1549/3027] photo_1.jpg... ✅ Done.
Processing [1550/3027] photo_10.jpg... ✅ Done.
Processing [1551/3027] photo_11.jpg... ✅ Done.
Processing [1552/3027] photo_2.jpg... ✅ Done.
Processing [1553/3027] photo_3.jpg... ✅ Done.
Processing [1554/3027] photo_4.jpg... ✅ Done.
Processing [1555/3027] photo_5.jpg... ✅ Done.
Processing [1556/3027] photo_6.jpg... ✅ Done.
Processing [1557/3027] photo_7.jpg... ✅ Done.
Processing [1558/3027] photo_8.jpg... ✅ Done.
Processing [1559/3027] photo_9.jpg... ✅ Done.
Processing [1560/3027] photo_1.jpg... ✅ Done.
Processing [1561/3027] photo_1.PNG... ✅ Done.
Processing [1562/3027] photo_1.jpg... ✅ Done.
Processing [1563/3027] photo_1.PNG... ✅ Done.
Processing [1564/3027] photo_1.JPG... ✅ Done.
Processing [1565/3027] photo_2.JPG... ✅ Done.
Processing [1566/3027] photo_3.JPG... ✅ Done.
Processing [1567/3027] photo_4.JPG... ✅ Done.
Processing [1568/3027] photo_5.JPG... ✅ Done.
Processing [1569/3027] photo_1.jpg... ✅ Done.
Processing [1570/3027] photo_2.jpg... ✅ Done.
Processing [1571/3027] photo_3.jpg... ✅ Done.
Processing [1572/3027] photo_1.JPG... ✅ Done.
Processing [1573/3027] photo_2.JPG... ✅ Done.
Processing [1574/3027] photo_1.PNG... ✅ Done.
Processing [1575/3027] photo_1.jpg... ✅ Done.
Processing [1576/3027] photo_2.JPG... ✅ Done.
Processing [1577/3027] photo_3.JPG... ✅ Done.
Processing [1578/3027] photo_4.JPG... ✅ Done.
Processing [1579/3027] photo_5.jpg... ✅ Done.
Processing [1580/3027] photo_6.JPG... ✅ Done.
Processing [1581/3027] photo_1.jpg... ✅ Done.
Processing [1582/3027] photo_2.jpg... ✅ Done.
